date,account_balance,daily_profit,profit_baran,profit_deniz,daily_trade_count,stake_amount,daily_investment,daily_ROI,total_investment,total_ROI
2021-02-04,743.3170353744448,0.49860476,0.07122925142857145,0.42737550857142853,1,87.5,87.5,0.5698340114285714,9800.0,0.41304684571428574
2021-02-05,745.7945414742402,2.4466306,0.3495186571428573,2.097111942857143,1,87.5,87.5,2.796149257142857,9887.5,0.43413624758533503
